Station,Date,Time,DO,BOD,pH,Nitrate,Ammonia,Turbidity,FecalColiform,Temperature,Conductivity,FlowRate,Phosphate
Allahabad,2017-01-28,00:00:00,9.06,3.56,7.62,4.72,0.57,5.69,169.1,25.0,249.91,3.17,0.95
Varanasi,2017-01-28,00:00:00,7.81,3.43,7.72,5.04,0.21,4.72,265.93,25.0,194.3,3.92,0.78
Patna,2017-01-28,00:00:00,7.89,3.52,7.49,4.77,0.35,0.0,219.23,25.0,285.08,3.55,0.64
Kolkata,2017-01-28,00:00:00,8.14,3.45,7.77,4.5,0.52,3.64,529.85,25.0,218.08,3.72,0.89
Gangotri,2017-01-29,00:00:00,7.57,3.41,7.92,5.34,0.5,1.76,2.0,25.0,235.81,2.89,0.82
Rishikesh,2017-01-29,00:00:00,8.99,3.56,6.79,4.84,0.41,3.27,2.0,25.0,243.38,4.2,0.89
Haridwar,2017-01-29,00:00:00,8.09,3.84,7.49,5.55,0.5,2.52,2.0,25.0,235.01,3.53,0.43
Kanpur,2017-01-29,00:00:00,8.13,3.78,6.76,4.75,0.52,0.85,190.45,25.0,260.27,3.72,1.0
Allahabad,2017-01-29,00:00:00,8.19,3.83,7.66,4.09,0.4,2.32,394.38,25.0,242.31,4.04,0.95
Varanasi,2017-01-29,00:00:00,7.68,3.36,7.81,5.13,0.5,4.48,379.47,25.0,236.96,4.03,1.04
Patna,2017-01-29,00:00:00,8.49,3.63,6.5,5.72,0.45,1.89,2.0,25.0,211.25,4.51,1.04
Kolkata,2017-01-29,00:00:00,8.24,3.92,7.6,5.71,0.46,3.42,447.71,25.0,263.36,4.23,0.88
Gangotri,2017-01-30,00:00:00,8.69,3.36,19.49,5.44,0.5,3.62,2.0,25.0,221.48,3.07,1.23
Rishikesh,2017-01-30,00:00:00,9.42,3.09,7.82,4.52,0.56,2.17,2.0,25.0,279.8,4.72,1.21
Haridwar,2017-01-30,00:00:00,8.01,3.91,7.12,4.89,0.62,2.93,649.34,25.0,255.0,3.9,0.94
Kanpur,2017-01-30,00:00:00,9.08,3.74,6.89,5.58,0.37,2.79,66.53,25.0,236.58,3.72,1.0
Allahabad,2017-01-30,00:00:00,8.38,3.09,6.77,5.02,0.45,4.63,2.0,25.0,270.76,3.96,0.87
Varanasi,2017-01-30,00:00:00,7.43,3.5,6.78,4.16,0.55,4.42,561.64,25.0,266.85,3.41,1.28
Patna,2017-01-30,00:00:00,8.36,3.32,7.14,5.49,0.54,4.27,524.85,25.0,310.6,3.99,0.63
Kolkata,2017-01-30,00:00:00,8.83,3.52,7.48,4.11,0.52,3.48,66.19,25.0,270.49,3.8,0.91
Gangotri,2017-01-31,00:00:00,8.4,3.4,7.21,4.54,0.52,4.5,474.66,25.0,256.56,4.08,1.29
Rishikesh,2017-01-31,00:00:00,7.53,3.22,7.43,4.71,0.6,4.31,501.43,25.0,292.18,2.74,0.85
Haridwar,2017-01-31,00:00:00,8.95,3.45,7.37,4.67,0.65,3.65,2.0,25.0,220.53,3.93,1.03
Kanpur,2017-01-31,00:00:00,7.29,2.82,7.85,4.93,0.57,4.77,249.5,25.0,239.68,4.02,0.99
Allahabad,2017-01-31,00:00:00,8.14,3.32,7.42,5.01,0.63,0.0,305.08,25.0,246.64,3.5,1.03
Varanasi,2017-01-31,00:00:00,8.13,3.62,7.44,8.61,0.72,3.31,718.04,25.0,267.95,3.91,1.12
Patna,2017-01-31,00:00:00,9.0,3.18,7.59,4.83,0.34,2.4,2.0,25.0,256.73,4.51,1.17
Kolkata,2017-01-31,00:00:00,7.94,3.86,8.11,4.84,0.69,2.22,2.0,25.0,288.42,4.55,0.84
Gangotri,2017-02-01,00:00:00,8.3,3.55,7.56,5.04,0.45,4.11,173.75,27.5,263.23,4.27,1.23
Rishikesh,2017-02-01,00:00:00,8.4,3.52,7.48,5.05,0.4,3.36,489.73,27.5,211.75,5.03,0.86
Haridwar,2017-02-01,00:00:00,7.95,3.55,7.31,5.22,0.57,1.5,249.31,27.5,261.26,3.91,0.72
Kanpur,2017-02-01,00:00:00,7.84,2.9,7.75,4.77,0.46,3.64,2.0,27.5,276.76,4.47,0.73
Allahabad,2017-02-01,00:00:00,8.12,3.87,7.56,5.31,0.4,3.29,223.67,27.5,269.53,4.16,0.83
Varanasi,2017-02-01,00:00:00,8.84,3.45,7.76,4.75,0.44,3.23,506.1,27.5,257.06,3.38,1.06
Patna,2017-02-01,00:00:00,7.66,3.23,7.13,5.17,0.63,0.39,25.42,27.5,225.68,3.99,1.12
Kolkata,2017-02-01,00:00:00,8.01,3.47,6.74,5.25,0.64,4.08,2.0,27.5,273.73,3.7,1.02
Gangotri,2017-02-02,00:00:00,8.11,3.23,7.08,5.46,0.52,2.21,2.0,27.5,250.34,3.82,1.3
Rishikesh,2017-02-02,00:00:00,8.15,3.99,7.67,4.53,0.51,1.09,315.51,27.5,268.68,3.83,0.89
Haridwar,2017-02-02,00:00:00,8.5,3.87,7.29,4.61,0.56,2.28,372.68,27.5,233.12,4.46,1.25
Kanpur,2017-02-02,00:00:00,7.93,2.93,7.76,5.61,0.6,3.56,206.83,27.5,269.89,4.11,0.59
Allahabad,2017-02-02,00:00:00,7.96,3.38,6.88,6.13,0.47,2.24,2.0,27.5,235.83,4.03,0.84
Varanasi,2017-02-02,00:00:00,8.33,3.73,6.67,6.0,0.43,3.69,397.65,27.5,230.84,3.8,0.62
Patna,2017-02-02,00:00:00,9.07,4.1,7.17,5.18,0.48,1.97,2.0,27.5,282.57,4.08,0.61
Kolkata,2017-02-02,00:00:00,8.59,3.71,7.04,5.55,0.52,2.5,648.99,27.5,232.26,4.6,1.2
Gangotri,2017-02-03,00:00:00,7.05,3.22,6.85,5.77,0.54,5.16,308.5,27.5,276.95,3.74,1.42
Rishikesh,2017-02-03,00:00:00,7.98,3.34,6.5,4.31,0.37,4.23,197.91,27.5,268.62,3.51,0.92
Haridwar,2017-02-03,00:00:00,8.93,3.78,7.81,6.0,0.6,0.59,151.48,27.5,257.78,4.76,0.87
Kanpur,2017-02-03,00:00:00,9.29,3.56,7.64,4.35,0.46,3.33,241.09,27.5,226.98,3.53,1.01
Allahabad,2017-02-03,00:00:00,8.89,3.52,7.8,5.36,0.56,2.34,30.16,27.5,292.0,3.78,1.07
Varanasi,2017-02-03,00:00:00,9.62,3.05,7.53,4.15,0.28,0.28,240.18,27.5,241.07,5.19,0.92
Patna,2017-02-03,00:00:00,9.16,3.64,7.07,4.32,0.7,0.72,560.83,27.5,251.54,3.83,0.8
Kolkata,2017-02-03,00:00:00,7.58,3.45,8.27,4.89,0.52,1.73,437.48,27.5,291.89,3.85,0.67
Gangotri,2017-02-04,00:00:00,9.6,4.07,6.72,4.57,0.54,3.02,485.98,27.5,282.11,3.76,1.08
Rishikesh,2017-02-04,00:00:00,7.8,3.18,6.5,5.51,0.42,0.17,381.26,27.5,216.28,4.22,0.75
Haridwar,2017-02-04,00:00:00,7.96,3.51,7.28,4.53,0.7,3.74,2.0,27.5,221.48,4.19,1.11
Kanpur,2017-02-04,00:00:00,8.85,3.22,7.39,4.24,0.62,2.09,327.91,27.5,234.89,4.38,0.94
Allahabad,2017-02-04,00:00:00,9.07,3.94,7.13,5.27,0.48,3.06,2.0,27.5,260.81,4.32,1.1
Varanasi,2017-02-04,00:00:00,7.65,3.84,8.04,5.22,0.47,0.3,169.2,27.5,229.29,4.4,1.14
Patna,2017-02-04,00:00:00,8.61,3.75,7.28,4.64,0.37,4.18,155.09,27.5,203.2,4.37,0.8
Kolkata,2017-02-04,00:00:00,8.41,2.97,7.95,3.96,0.68,3.66,10.86,27.5,223.17,3.77,1.09
Gangotri,2017-02-05,00:00:00,7.83,3.84,7.59,5.11,0.52,5.24,282.16,27.5,234.89,3.29,1.27
Rishikesh,2017-02-05,00:00:00,9.51,2.99,7.34,4.05,0.52,4.87,538.33,27.5,234.77,3.64,1.08
Haridwar,2017-02-05,00:00:00,6.72,3.5,7.02,4.67,0.55,0.84,333.84,27.5,237.23,4.47,0.8
Kanpur,2017-02-05,00:00:00,8.09,3.2,7.09,4.96,0.47,3.13,244.67,27.5,278.82,3.54,0.86
Allahabad,2017-02-05,00:00:00,8.97,3.31,6.58,4.56,0.53,5.03,245.46,27.5,256.85,4.33,0.92
Varanasi,2017-02-05,00:00:00,8.32,3.44,7.61,4.64,0.4,3.77,365.15,27.5,208.39,3.15,1.13
Patna,2017-02-05,00:00:00,8.28,3.35,7.23,5.15,0.64,2.5,2.0,27.5,224.88,4.06,0.85
Kolkata,2017-02-05,00:00:00,8.08,3.41,7.84,5.45,0.35,1.65,58.51,27.5,255.9,4.99,1.51
Gangotri,2017-02-06,00:00:00,9.12,3.43,7.15,5.75,0.36,3.17,405.97,27.5,273.97,3.15,1.01
Rishikesh,2017-02-06,00:00:00,7.77,3.82,7.34,4.98,0.62,2.26,63.28,27.5,273.9,3.77,1.03
Haridwar,2017-02-06,00:00:00,9.16,3.52,7.67,5.12,0.65,3.98,137.82,27.5,276.09,3.36,1.22
Kanpur,2017-02-06,00:00:00,7.88,3.1,8.11,4.45,0.49,2.95,2.0,27.5,249.93,3.71,1.34
Allahabad,2017-02-06,00:00:00,7.41,3.6,7.16,4.99,0.42,3.86,113.24,27.5,238.94,4.03,1.35
Varanasi,2017-02-06,00:00:00,8.22,2.9,7.76,5.56,0.59,3.63,401.16,27.5,296.88,2.53,1.34
Patna,2017-02-06,00:00:00,8.4,3.45,6.84,4.83,0.31,0.82,504.46,27.5,230.01,4.09,1.33
Kolkata,2017-02-06,00:00:00,8.71,3.69,7.75,4.84,0.36,3.21,149.83,27.5,289.78,8.2,0.88
Gangotri,2017-02-07,00:00:00,9.04,3.12,7.83,4.16,0.57,5.14,160.76,27.5,268.98,3.85,0.92
Rishikesh,2017-02-07,00:00:00,9.42,4.25,7.16,5.89,0.45,1.72,336.13,27.5,282.33,4.05,0.76
Haridwar,2017-02-07,00:00:00,7.63,3.19,7.58,4.69,0.35,2.46,2.0,27.5,269.87,4.68,1.21
Kanpur,2017-02-07,00:00:00,8.05,3.09,6.92,4.72,0.53,1.72,357.99,27.5,255.58,3.56,0.86
Allahabad,2017-02-07,00:00:00,8.35,4.02,7.98,5.92,0.45,6.25,373.83,27.5,244.49,3.42,0.8
Varanasi,2017-02-07,00:00:00,7.24,3.55,6.92,4.62,0.51,2.74,315.61,27.5,253.8,3.71,0.93
Patna,2017-02-07,00:00:00,9.3,3.56,7.81,6.13,0.24,3.46,420.5,27.5,267.79,4.85,0.64
Kolkata,2017-02-07,00:00:00,7.74,3.83,6.69,5.13,0.46,4.55,168.63,27.5,198.72,3.78,1.04
Gangotri,2017-02-08,00:00:00,8.27,3.22,6.81,5.54,0.43,2.68,2.0,27.5,220.01,3.99,0.79
Rishikesh,2017-02-08,00:00:00,8.56,3.06,7.45,5.46,0.54,0.0,374.34,27.5,221.36,3.65,0.53
Haridwar,2017-02-08,00:00:00,8.02,3.04,7.08,4.13,0.54,3.86,2.0,27.5,239.47,4.24,1.14
Kanpur,2017-02-08,00:00:00,9.05,3.72,7.62,5.01,0.77,0.0,677.37,27.5,271.41,3.55,0.86
Allahabad,2017-02-08,00:00:00,8.6,3.29,7.76,4.28,0.27,2.8,199.81,27.5,268.76,4.24,0.71
Varanasi,2017-02-08,00:00:00,8.54,3.5,6.74,4.51,0.25,3.01,53.76,27.5,265.4,3.98,0.93
Patna,2017-02-08,00:00:00,8.41,3.13,7.04,5.2,0.43,3.73,2.0,27.5,244.15,4.17,1.14
Kolkata,2017-02-08,00:00:00,8.82,3.31,6.79,4.68,0.57,0.94,224.38,27.5,199.04,4.78,1.44
Gangotri,2017-02-09,00:00:00,9.22,3.18,6.64,5.53,0.48,3.24,337.55,27.5,274.82,3.45,1.09
Rishikesh,2017-02-09,00:00:00,8.03,3.79,7.04,5.25,0.42,1.63,88.67,27.5,216.43,3.31,0.81
Haridwar,2017-02-09,00:00:00,8.63,3.45,6.6,4.07,0.63,2.86,55.97,27.5,252.81,3.32,1.19
Kanpur,2017-02-09,00:00:00,8.88,3.85,7.75,5.75,0.46,2.29,172.33,27.5,212.77,3.37,0.54
Allahabad,2017-02-09,00:00:00,8.48,3.28,7.4,4.83,0.41,1.14,542.58,27.5,232.42,3.9,0.98
Varanasi,2017-02-09,00:00:00,8.75,3.15,7.77,4.75,0.64,5.29,493.62,27.5,206.55,3.36,1.18
Patna,2017-02-09,00:00:00,8.67,3.93,8.34,5.92,0.32,3.82,396.02,27.5,252.23,4.11,1.26
Kolkata,2017-02-09,00:00:00,8.59,3.68,6.55,5.3,0.69,1.96,2.0,27.5,268.77,4.19,0.97
Gangotri,2017-02-10,00:00:00,8.85,3.41,7.66,5.76,0.46,2.68,271.74,27.5,267.41,4.91,1.09
Rishikesh,2017-02-10,00:00:00,7.88,3.41,7.45,5.23,0.43,0.0,2.0,27.5,227.44,3.6,1.01
Haridwar,2017-02-10,00:00:00,8.22,3.56,7.01,5.57,0.39,3.55,263.22,27.5,258.2,3.48,1.03
Kanpur,2017-02-10,00:00:00,8.37,3.79,7.5,4.83,0.44,0.74,5.33,27.5,304.0,4.12,1.13
Allahabad,2017-02-10,00:00:00,8.78,3.52,7.33,5.04,0.6,0.27,457.47,27.5,277.74,4.24,1.01
Varanasi,2017-02-10,00:00:00,7.47,3.69,7.98,5.27,0.79,2.33,320.99,27.5,250.37,3.11,0.79
Patna,2017-02-10,00:00:00,8.69,3.62,7.57,5.32,0.62,3.56,400.7,27.5,222.66,3.54,1.08
Kolkata,2017-02-10,00:00:00,8.13,4.15,7.35,4.96,0.52,4.02,451.59,27.5,240.11,3.28,1.3
Gangotri,2017-02-11,00:00:00,7.67,3.72,7.74,5.11,0.71,3.76,2.0,27.5,263.17,2.39,1.02
Rishikesh,2017-02-11,00:00:00,9.21,3.32,6.81,4.26,0.56,5.36,2.0,27.5,273.99,3.79,1.4
Haridwar,2017-02-11,00:00:00,7.53,3.31,7.2,4.89,0.57,4.56,207.9,27.5,225.52,5.17,0.74
Kanpur,2017-02-11,00:00:00,8.46,3.72,7.12,5.41,0.62,5.29,439.68,27.5,215.53,4.26,1.28
Allahabad,2017-02-11,00:00:00,8.53,3.03,7.68,4.72,0.3,0.58,402.59,27.5,228.14,3.39,1.0
Varanasi,2017-02-11,00:00:00,8.97,2.76,7.38,4.52,0.27,5.11,289.52,27.5,272.88,4.63,1.34
Patna,2017-02-11,00:00:00,8.74,3.49,7.14,5.27,0.44,1.89,208.03,27.5,251.57,4.23,1.18
Kolkata,2017-02-11,00:00:00,9.67,3.88,7.65,5.22,0.47,2.33,74.61,27.5,223.24,3.39,0.83
Gangotri,2017-02-12,00:00:00,8.93,3.41,7.37,5.51,0.46,2.47,103.21,27.5,240.27,3.48,0.71
Rishikesh,2017-02-12,00:00:00,7.93,3.52,6.92,5.5,0.4,3.81,45.0,27.5,304.15,4.01,0.76
Haridwar,2017-02-12,00:00:00,7.52,3.35,7.47,5.54,0.37,1.1,2.0,27.5,255.45,3.86,1.06
Kanpur,2017-02-12,00:00:00,7.84,3.69,7.13,5.72,0.49,2.79,73.6,27.5,297.73,4.28,2.29
Allahabad,2017-02-12,00:00:00,8.71,3.11,8.04,4.62,0.46,3.1,186.83,27.5,251.89,3.95,1.7
Varanasi,2017-02-12,00:00:00,8.59,3.88,7.9,4.97,0.46,1.37,183.57,27.5,251.36,3.36,0.85
Patna,2017-02-12,00:00:00,8.52,3.68,7.38,4.75,0.44,3.42,374.04,27.5,244.24,4.34,1.42
Kolkata,2017-02-12,00:00:00,7.45,4.04,8.0,5.15,0.51,4.45,2.0,80.22,271.33,4.25,0.76
Gangotri,2017-02-13,00:00:00,8.42,3.68,6.68,5.09,0.44,5.16,2.0,27.5,221.03,3.42,0.98
Rishikesh,2017-02-13,00:00:00,8.13,3.6,6.81,4.74,0.73,4.78,2.0,27.5,211.34,4.24,0.84
Haridwar,2017-02-13,00:00:00,8.11,3.5,7.84,5.91,0.51,1.6,322.11,27.5,267.95,4.86,1.03
Kanpur,2017-02-13,00:00:00,8.23,3.3,7.41,4.83,0.54,1.96,383.08,27.5,263.38,4.65,1.05
Allahabad,2017-02-13,00:00:00,8.95,3.87,6.63,5.16,0.52,4.76,2.0,27.5,248.06,3.68,1.06
Varanasi,2017-02-13,00:00:00,8.7,3.33,7.37,5.28,0.33,3.89,2.0,27.5,251.25,3.76,0.93
Patna,2017-02-13,00:00:00,7.7,3.24,7.72,5.78,0.69,5.43,381.33,27.5,276.61,4.54,1.2
Kolkata,2017-02-13,00:00:00,8.5,3.71,7.67,4.75,0.57,3.49,2.0,27.5,259.96,3.93,1.17
Gangotri,2017-02-14,00:00:00,7.47,3.59,7.18,4.46,0.31,5.42,173.07,27.5,283.84,3.44,1.1
Rishikesh,2017-02-14,00:00:00,7.9,3.7,7.26,4.8,0.52,4.62,2.0,27.5,210.85,3.85,1.61
Haridwar,2017-02-14,00:00:00,7.89,3.22,7.54,4.46,0.43,5.13,401.35,27.5,282.42,4.24,0.83
Kanpur,2017-02-14,00:00:00,8.29,3.51,7.17,4.7,0.44,1.6,60.72,27.5,242.19,4.25,1.29
Allahabad,2017-02-14,00:00:00,7.58,3.38,7.28,3.99,0.48,2.39,2.0,27.5,257.84,4.32,1.24
Varanasi,2017-02-14,00:00:00,7.72,3.21,6.52,4.53,0.35,0.98,361.82,27.5,217.37,4.06,0.86
Patna,2017-02-14,00:00:00,8.61,2.86,7.67,4.0,0.59,2.82,110.0,27.5,219.52,4.97,1.2
Kolkata,2017-02-14,00:00:00,7.97,3.14,12.74,4.7,0.35,3.29,114.04,27.5,218.27,3.47,0.65
Gangotri,2017-02-15,00:00:00,7.57,3.49,7.61,3.81,0.59,1.0,268.07,27.5,211.6,4.59,0.67
Rishikesh,2017-02-15,00:00:00,7.22,3.62,7.18,5.59,0.31,1.1,33.3,27.5,260.53,3.57,0.84
Haridwar,2017-02-15,00:00:00,9.24,3.03,7.33,5.13,0.28,3.14,2.0,27.5,243.91,3.35,1.28
Kanpur,2017-02-15,00:00:00,8.26,3.47,6.88,4.43,0.66,4.52,2.0,27.5,252.84,3.8,0.72
Allahabad,2017-02-15,00:00:00,7.69,3.61,7.49,5.62,0.49,2.84,184.56,27.5,278.39,3.86,1.36
Varanasi,2017-02-15,00:00:00,8.29,3.76,7.64,5.44,0.43,6.76,255.56,27.5,253.47,3.41,0.42
Patna,2017-02-15,00:00:00,8.28,3.48,6.75,5.29,0.58,0.87,819.74,27.5,457.79,4.26,1.06
Kolkata,2017-02-15,00:00:00,7.54,3.33,8.15,5.44,0.39,4.24,100.03,27.5,250.52,3.59,1.12
Gangotri,2017-02-16,00:00:00,8.51,3.41,6.97,5.0,0.66,4.24,523.82,27.5,243.1,3.82,1.42
Rishikesh,2017-02-16,00:00:00,8.32,2.91,7.58,5.13,0.63,3.41,423.12,27.5,263.27,4.01,1.18
Haridwar,2017-02-16,00:00:00,8.17,3.71,7.61,4.37,0.37,2.55,112.26,27.5,268.44,4.21,0.36
Kanpur,2017-02-16,00:00:00,8.75,3.68,6.67,4.97,0.45,2.9,2.0,27.5,211.35,3.99,1.1
Allahabad,2017-02-16,00:00:00,8.24,3.75,7.14,5.36,0.67,2.06,152.21,27.5,236.3,3.94,0.63
Varanasi,2017-02-16,00:00:00,8.17,3.46,6.79,4.98,0.4,5.52,690.38,27.5,275.51,3.75,1.3
Patna,2017-02-16,00:00:00,7.46,3.31,7.88,4.9,0.55,4.02,511.15,27.5,231.58,3.69,1.32
Kolkata,2017-02-16,00:00:00,8.87,3.42,7.23,5.45,0.48,4.86,295.21,27.5,257.24,2.95,0.66
Gangotri,2017-02-17,00:00:00,7.85,3.62,7.74,6.14,0.43,2.71,256.75,27.5,248.47,4.04,0.81
Rishikesh,2017-02-17,00:00:00,7.64,3.82,6.82,5.44,0.69,2.71,348.8,27.5,253.15,3.73,0.73
Haridwar,2017-02-17,00:00:00,8.2,3.55,8.5,3.79,0.36,2.98,2.0,27.5,269.25,3.48,1.2
Kanpur,2017-02-17,00:00:00,7.56,3.14,7.94,4.81,0.43,1.92,141.24,27.5,255.22,4.13,1.7
Allahabad,2017-02-17,00:00:00,8.5,3.07,7.48,4.29,0.5,3.85,43.52,27.5,270.56,4.1,0.95
Varanasi,2017-02-17,00:00:00,8.86,3.22,6.76,5.56,0.5,2.23,2.0,27.5,227.55,3.96,0.86
Patna,2017-02-17,00:00:00,8.1,3.01,6.92,4.81,0.5,1.96,491.21,27.5,281.22,3.09,1.0
Kolkata,2017-02-17,00:00:00,8.32,3.39,7.97,4.88,0.76,1.5,286.03,27.5,273.0,4.89,0.88
Gangotri,2017-02-18,00:00:00,8.52,4.04,7.75,5.45,0.54,3.24,2.0,27.5,241.18,3.94,1.24
Rishikesh,2017-02-18,00:00:00,8.82,3.97,7.38,5.71,0.51,3.0,2.0,27.5,304.17,4.14,0.91
Haridwar,2017-02-18,00:00:00,9.26,4.03,7.7,13.7,0.58,5.06,353.06,27.5,258.58,3.45,1.21
Kanpur,2017-02-18,00:00:00,8.29,3.18,7.86,3.69,0.75,2.81,2.0,27.5,231.33,4.48,0.78
Allahabad,2017-02-18,00:00:00,8.07,3.65,8.1,5.36,0.54,3.25,253.43,27.5,252.42,4.14,1.03
Varanasi,2017-02-18,00:00:00,9.51,4.06,6.89,5.59,0.49,4.59,144.27,27.5,235.05,4.12,0.69
Patna,2017-02-18,00:00:00,9.04,3.24,7.42,4.77,0.59,2.37,1022.51,27.5,214.16,4.2,0.56
Kolkata,2017-02-18,00:00:00,8.62,3.67,6.91,5.32,0.41,4.3,19.76,27.5,270.58,4.14,0.76
Gangotri,2017-02-19,00:00:00,9.1,3.76,7.67,5.26,0.55,5.16,438.47,27.5,262.54,4.03,0.98
Rishikesh,2017-02-19,00:00:00,8.65,3.89,6.89,4.55,0.59,3.39,58.68,27.5,248.78,3.53,1.36
Haridwar,2017-02-19,00:00:00,8.35,3.1,7.77,4.72,0.47,4.69,430.97,27.5,222.0,3.28,1.44
Kanpur,2017-02-19,00:00:00,16.87,3.4,7.29,4.82,0.53,2.73,278.88,27.5,261.39,4.54,0.65
Allahabad,2017-02-19,00:00:00,7.65,3.15,7.73,5.42,0.55,3.15,263.2,27.5,239.2,4.15,1.29
Varanasi,2017-02-19,00:00:00,9.4,3.61,6.5,5.14,0.52,6.45,587.97,27.5,257.6,4.22,1.05
Patna,2017-02-19,00:00:00,7.87,3.34,7.92,4.27,0.5,0.73,70.6,27.5,180.8,4.11,0.67
Kolkata,2017-02-19,00:00:00,8.44,3.42,7.33,5.82,0.38,1.55,2.0,27.5,240.44,3.32,0.83
Gangotri,2017-02-20,00:00:00,9.24,3.61,6.98,4.17,0.44,4.58,93.41,27.5,232.21,4.21,1.17
Rishikesh,2017-02-20,00:00:00,8.22,3.76,6.95,5.33,0.49,6.67,672.77,27.5,276.86,4.24,1.07
Haridwar,2017-02-20,00:00:00,9.94,3.2,7.54,4.26,0.5,4.81,434.54,27.5,263.54,4.39,1.17
Kanpur,2017-02-20,00:00:00,7.51,3.44,6.5,6.05,0.41,4.43,339.06,27.5,285.74,3.54,1.52
Allahabad,2017-02-20,00:00:00,8.62,3.7,7.38,5.74,0.81,2.84,191.26,27.5,265.4,4.43,1.16
Varanasi,2017-02-20,00:00:00,8.19,3.43,6.6,4.62,0.31,3.32,247.45,27.5,256.49,4.07,1.11
Patna,2017-02-20,00:00:00,8.91,3.75,6.82,4.54,0.39,2.67,196.62,27.5,259.93,3.24,0.91
Kolkata,2017-02-20,00:00:00,9.12,3.34,7.34,4.56,0.65,2.84,270.81,27.5,291.45,5.46,1.05
Gangotri,2017-02-21,00:00:00,8.9,3.59,6.62,4.59,0.5,3.47,247.67,27.5,271.1,3.39,1.11
Rishikesh,2017-02-21,00:00:00,8.71,3.28,13.34,5.67,0.41,2.9,41.23,27.5,229.07,3.52,1.58
Haridwar,2017-02-21,00:00:00,7.54,3.76,7.12,4.99,0.47,6.35,369.75,27.5,293.96,3.68,0.78
Kanpur,2017-02-21,00:00:00,8.03,3.47,7.43,4.76,0.37,3.89,2.0,27.5,238.56,4.22,0.76
Allahabad,2017-02-21,00:00:00,7.62,3.39,8.02,5.66,0.53,3.47,2.0,27.5,283.59,3.25,0.95
Varanasi,2017-02-21,00:00:00,7.74,2.88,7.76,4.01,0.49,5.0,694.7,27.5,229.71,3.97,0.83
Patna,2017-02-21,00:00:00,9.86,3.83,7.03,5.36,0.58,1.27,201.16,27.5,235.18,4.24,1.08
Kolkata,2017-02-21,00:00:00,9.09,3.66,7.92,5.06,0.66,3.33,2.0,27.5,289.99,4.38,1.02
Gangotri,2017-02-22,00:00:00,9.0,3.7,7.22,5.26,0.58,0.62,120.08,27.5,255.36,4.49,1.05
Rishikesh,2017-02-22,00:00:00,7.73,3.59,6.77,4.89,0.4,3.8,269.92,27.5,239.89,3.86,0.55
Haridwar,2017-02-22,00:00:00,10.17,3.39,7.86,4.53,0.51,3.29,338.98,27.5,243.7,4.15,0.99
Kanpur,2017-02-22,00:00:00,8.61,3.29,8.08,5.03,0.46,2.44,344.73,27.5,239.16,4.37,0.75
Allahabad,2017-02-22,00:00:00,7.53,3.2,7.11,5.06,0.63,4.15,111.78,27.5,255.5,3.15,1.38
Varanasi,2017-02-22,00:00:00,8.3,3.86,7.09,5.89,0.54,2.38,74.21,27.5,302.96,4.4,1.15
Patna,2017-02-22,00:00:00,9.79,3.57,6.73,5.3,0.21,3.8,270.59,27.5,236.82,3.89,0.95
Kolkata,2017-02-22,00:00:00,7.89,7.39,7.28,5.06,0.44,1.86,265.72,27.5,249.75,4.51,1.27
Gangotri,2017-02-23,00:00:00,7.9,3.88,7.33,5.48,0.56,3.8,2.0,27.5,251.42,5.0,1.11
Rishikesh,2017-02-23,00:00:00,8.7,3.25,7.91,4.52,0.63,3.44,668.07,27.5,228.2,3.67,0.53
Haridwar,2017-02-23,00:00:00,8.04,3.91,6.5,4.97,0.59,3.35,325.15,27.5,265.34,4.28,1.26
Kanpur,2017-02-23,00:00:00,8.28,3.42,7.56,5.22,0.33,3.0,323.98,27.5,228.11,4.42,0.72
Allahabad,2017-02-23,00:00:00,7.18,3.53,7.6,4.99,0.54,3.02,2.0,27.5,274.48,3.48,1.07
Varanasi,2017-02-23,00:00:00,8.68,3.93,8.05,5.47,0.5,1.48,341.44,27.5,231.82,4.52,1.11
Patna,2017-02-23,00:00:00,7.77,3.35,7.55,5.54,0.48,5.81,2.0,27.5,223.21,3.8,1.37
Kolkata,2017-02-23,00:00:00,7.96,3.33,6.52,4.35,0.55,0.61,344.4,27.5,275.02,3.98,1.03
Gangotri,2017-02-24,00:00:00,8.55,3.54,7.73,5.24,0.51,2.46,235.95,27.5,209.08,3.64,1.01
Rishikesh,2017-02-24,00:00:00,8.54,3.64,8.08,5.95,0.4,5.56,411.06,27.5,215.21,3.34,1.38
Haridwar,2017-02-24,00:00:00,8.18,7.13,7.52,5.05,0.68,3.95,2.0,27.5,223.84,4.42,0.46
Kanpur,2017-02-24,00:00:00,7.58,3.41,7.33,4.48,0.52,2.62,470.69,27.5,272.49,3.86,0.98
Allahabad,2017-02-24,00:00:00,7.85,3.46,8.31,4.9,0.48,2.44,144.84,27.5,297.29,4.27,1.45
Varanasi,2017-02-24,00:00:00,9.26,4.03,7.63,5.22,0.52,5.42,2.0,27.5,248.7,4.03,1.24
Patna,2017-02-24,00:00:00,9.26,3.61,7.3,5.22,0.43,4.68,56.71,27.5,243.0,4.01,1.43
Kolkata,2017-02-24,00:00:00,8.3,3.24,7.15,4.87,0.4,0.98,158.13,27.5,301.99,4.29,0.96
Gangotri,2017-02-25,00:00:00,8.91,3.38,6.5,4.8,0.72,1.83,188.09,27.5,209.52,3.4,1.08
